Album,Artist,Year,URL,Track number,Track name,Filename,ID,Folder,Correct folder
From Me To You: I'm Not Even Sorry,Various,2013,http://christmasjoy.bandcamp.com,1,Jingle Bells,Various - From Me To You- I'm Not Even Sorry - 01 Jingle Bells.flac,4715,Various - From Me To You- I'm Not Even Sorry,Various - From Me To You- I'm Not Even Sorry
Ektos,VASILEIOS,2015,http://vasilisvrakas.bandcamp.com,1,Tessera,VASILEIOS - Ektos - 01 Tessera.flac,4722,VASILEIOS - Ektos,VASILEIOS - Ektos
ENTOS,VASILEIOS,2015,http://vasilisvrakas.bandcamp.com,1,Naked bodies,VASILEIOS - ENTOS - 01 Naked bodies.flac,4727,VASILEIOS - ENTOS,VASILEIOS - ENTOS
Invisible Lines,VASILI,2016,http://vasilisvrakas.bandcamp.com,1,L'Incal,VASILI - Invisible Lines - 01 L'Incal.flac,4737,VASILI - Invisible Lines,VASILI - Invisible Lines
Seance,Venter Loqui,2014,http://venterloqui.bandcamp.com,1,Skin,Venter Loqui - Seance - 01 Skin.flac,4748,Venter Loqui - Seance,Venter Loqui - Seance
Violet Highway EP,Violet Highway,2015,http://violethighwaynz.bandcamp.com,1,Out of Grasp,Violet Highway - Violet Highway EP - 01 Out of Grasp.flac,4752,Violet Highway - Violet Highway EP,Violet Highway - Violet Highway EP
Paradise,Voe,2014,http://rhysstannard.bandcamp.com,1,Aum,Voe - Paradise - 01 Aum.flac,4757,Voe - Paradise,Voe - Paradise
Paradise B-Sides/Drafts/Shite,Voe,2015,http://rhysstannard.bandcamp.com,1,If I Needed Someone,Voe - Paradise B-Sides-Drafts-Shite - 01 If I Needed Someone.flac,4769,Voe - Paradise B-Sides-Drafts-Shite,Voe - Paradise B-Sides-Drafts-Shite
The Khate ep,Voe,2014,http://rhysstannard.bandcamp.com,1,This Gate Has Opened,Voe - The Khate ep - 01 This Gate Has Opened.flac,4774,Voe - The Khate ep,Voe - The Khate ep
Voe...sells out,Voe,2015,http://rhysstannard.bandcamp.com,1,Bruce springsteen sings...Miss september line,Voe - Voe...sells out - 01 Bruce springsteen sings...Miss september line.flac,4781,Voe - Voe___sells out,Voe - Voe___sells out
Semi Comfortable Dirty Walk Meditation,Water Hungry,2015,http://sloucherrecords.bandcamp.com,1,Semi Comfortable,Water Hungry - Semi Comfortable Dirty Walk Meditation - 01 Semi Comfortable.flac,4789,Water Hungry - Semi Comfortable Dirty Walk Meditation,Water Hungry - Semi Comfortable Dirty Walk Meditation
Live from the Pigpen,Wavepig,2014,http://wavepig.bandcamp.com,1,Jockey Skants,Wavepig - Live from the Pigpen - 01 Jockey Skants.flac,4792,Wavepig - Live from the Pigpen,Wavepig - Live from the Pigpen
When They Meet,Wellington Poetry Club,2015,http://wellingtonpoetryclub.bandcamp.com,1,Scout,Wellington Poetry Club - When They Meet - 01 Scout.flac,4802,Wellington Poetry Club - When They Meet,Wellington Poetry Club - When They Meet
Epispasm,Wet Nurses Of Sodom,2015,http://wetnursesofsodom.bandcamp.com,1,Prom Ether,Wet Nurses Of Sodom - Epispasm - 01 Prom Ether.flac,4805,Wet Nurses Of Sodom - Epispasm,Wet Nurses Of Sodom - Epispasm
Tha Stacey Joans EP,Wheatbags Anonymous,2015,http://taurangamusicsux.bandcamp.com,1,Prelude to Maltodextrin in D Minor,Wheatbags Anonymous - Tha Stacey Joans EP - 01 Prelude to Maltodextrin in D Minor.flac,4812,Wheatbags Anonymous - Tha Stacey Joans EP,Wheatbags Anonymous - Tha Stacey Joans EP
Broken Man,Will Wood,2014,http://willwoodnz.bandcamp.com,1,Heartstrings,Will Wood - Broken Man - 01 Heartstrings.flac,4817,Will Wood - Broken Man,Will Wood - Broken Man
Magpie Brain & Other Stories,Will Wood,2016,http://willwoodnz.bandcamp.com,1,It Rains,Will Wood - Magpie Brain & Other Stories - 01 It Rains.flac,4827,Will Wood - Magpie Brain & Other Stories,Will Wood - Magpie Brain & Other Stories
The City of Sales,Willie Wes,2014,http://williewes.bandcamp.com,1,CA,Willie Wes - The City of Sales - 01 CA.flac,4837,Willie Wes - The City of Sales,Willie Wes - The City of Sales
What Dreams May Come,Winter Soldier,2015,http://winter-soldier.bandcamp.com,1,Kagemusha,Winter Soldier - What Dreams May Come - 01 Kagemusha.flac,4846,Winter Soldier - What Dreams May Come,Winter Soldier - What Dreams May Come
Humiliations,Wizz Kids,2015,http://wizz-kids.bandcamp.com,1,Hybrid Vigor,Wizz Kids - Humiliations - 01 Hybrid Vigor.flac,4856,Wizz Kids - Humiliations,Wizz Kids - Humiliations
the Fridge 2014,wizzkids,2015,http://wizz-kids.bandcamp.com,1,Bad Economy,wizzkids - the Fridge 2014 - 01 Bad Economy.flac,4861,wizzkids - the Fridge 2014,wizzkids - the Fridge 2014
Womb,Womb,2015,http://w--o--m--b.bandcamp.com,1,Airplane #1,Womb - Womb - 01 Airplane #1.flac,4863,Womb - Womb,Womb - Womb
ECHOCHAMBER,WORLDGRINDER,2015,http://futurebandit.bandcamp.com,1,Fire,WORLDGRINDER - ECHOCHAMBER - 01 Fire.flac,4868,WORLDGRINDER - ECHOCHAMBER,WORLDGRINDER - ECHOCHAMBER
Lunch Songs EP,Wurld Series,2012,http://wurldseries.bandcamp.com,1,What Would You Do?,Wurld Series - Lunch Songs EP - 01 What Would You Do-.flac,4889,Wurld Series - Lunch Songs EP,Wurld Series - Lunch Songs EP
Pool Food EP,Wurld Series,2013,http://wurldseries.bandcamp.com,1,Serpent's Egg,Wurld Series - Pool Food EP - 01 Serpent's Egg.flac,4897,Wurld Series - Pool Food EP,Wurld Series - Pool Food EP
Herpes/SweetLeaf/Prozac,X-Ray Fiends,2014,http://x-rayfiends.bandcamp.com,1,Herpes,X-Ray Fiends - Herpes-SweetLeaf-Prozac - 01 Herpes.flac,4903,X-Ray Fiends - Herpes-SweetLeaf-Prozac,X-Ray Fiends - Herpes-SweetLeaf-Prozac
Pieces Of Righteousness,X-Ray Fiends,2015,http://x-rayfiends.bandcamp.com,1,Pieces...,X-Ray Fiends - Pieces Of Righteousness - 01 Pieces___.flac,4906,X-Ray Fiends - Pieces Of Righteousness,X-Ray Fiends - Pieces Of Righteousness
b careful boy,yeongrak,2015,http://onichomp.bandcamp.com,1,cats have 9 lives so lets ruin 1,yeongrak - b careful boy - 01 cats have 9 lives so lets ruin 1.flac,4919,yeongrak - b careful boy,yeongrak - b careful boy
flavourless,yeongrak,2015,http://onichomp.bandcamp.com,1,absorption 322,yeongrak - flavourless - 01 absorption 322.flac,4935,yeongrak - flavourless,yeongrak - flavourless
i hate a big no one,yeongrak,2016,http://onichomp.bandcamp.com,1,this girl money crush spartans,yeongrak - i hate a big no one - 01 this girl money crush spartans.flac,4951,yeongrak - i hate a big no one,yeongrak - i hate a big no one
murde hole,yeongrak,2015,http://onichomp.bandcamp.com,1,hearts to lick (gall),yeongrak - murde hole - 01 hearts to lick (gall).flac,4959,yeongrak - murde hole,yeongrak - murde hole
torso,yeongrak,2015,http://onichomp.bandcamp.com,1,no teeth in sight,yeongrak - torso - 01 no teeth in sight.flac,4969,yeongrak - torso,yeongrak - torso
wash,yeongrak,2014,http://onichomp.bandcamp.com,1,ugh disjointed,yeongrak - wash - 01 ugh disjointed.flac,4993,yeongrak - wash,yeongrak - wash
when will we really have guns that fire teeth,yeongrak,2016,http://onichomp.bandcamp.com,1,im grapeful,yeongrak - when will we really have guns that fire teeth - 01 im grapeful.flac,5006,yeongrak - when will we really have guns that fire teeth,yeongrak - when will we really have guns that fire teeth
Yesses,Yesses,2015,http://yesses.bandcamp.com,1,Short Love,Yesses - Yesses - 01 Short Love.flac,5024,Yesses - Yesses,Yesses - Yesses
On the road,"Y.E, Onetake",2015,http://youngerick.bandcamp.com,1,Hot box the vehicle,"Y_E, Onetake - On the road - 01 Hot box the vehicle.flac",4914,Young Erick- Onetake - On the road,Young Erick- Onetake - On the road
Yukon Era,Yukon Era,2016,http://yukonera.bandcamp.com,1,Leash,Yukon Era - Yukon Era - 01 Leash.flac,5029,Yukon Era - Yukon Era,Yukon Era - Yukon Era
I.D.E.R.L.Y.A / Setting <o> Sun,Zembla,2016,http://zembla420.bandcamp.com,1,I.D.E.R.L.Y.A,Zembla - I.D.E.R.L.Y.A - Setting -o- Sun - 01 I.D.E.R.L.Y.A.flac,5034,Zembla - I_D_E_R_L_Y_A - Setting -o- Sun,Zembla - I_D_E_R_L_Y_A - Setting -o- Sun
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
